image,predicted_class,confidence,division,district,cooking_method,key_ingredients
gulgula_01.png,malpoya,0.9984824061393738,Khulna,Jhenaidah,pan_fried,"all-purpose flour, rice flour, semolina, milk, sugar, fennel seeds, cardamom"
