image,predicted_class,confidence,division,district,cooking_method,key_ingredients
gulgula_01.png,gulgula,0.994382381439209,Chittagong,Lakshmipur,deep_fried,"rice flour, all-purpose flour, date palm jaggery, coconut (grated), fennel seeds"
