image,predicted_class,confidence,division,district,cooking_method,key_ingredients
gulgula_01.png,gulgula,0.9959830045700073,Chittagong,Lakshmipur,deep_fried,"rice flour, all-purpose flour, date palm jaggery, coconut (grated), fennel seeds"
