image,predicted_class,confidence,division,district,cooking_method,key_ingredients
gulgula_01.png,malpoya,0.7382709006542663,Khulna,Jhenaidah,pan_fried,"all-purpose flour, rice flour, semolina, milk, sugar, fennel seeds, cardamom"
