component,explained_variance_pct,cumulative_variance_pct
1,5.799109116196632,5.799109116196632
2,4.409588128328323,10.208697244524956
3,3.822026774287224,14.03072401881218
4,3.03769838064909,17.06842239946127
5,2.8610194101929665,19.929441809654236
6,2.6097672060132027,22.53920901566744
7,2.5020914152264595,25.041300430893898
8,2.338961325585842,27.38026175647974
9,1.9804205745458603,29.3606823310256
10,1.8952548503875732,31.255937181413174
11,1.822243444621563,33.07818062603474
12,1.6230721026659012,34.70125272870064
13,1.5025211498141289,36.20377387851477
14,1.4233656227588654,37.62713950127363
15,1.2392590753734112,38.86639857664704
16,1.1858782730996609,40.052276849746704
17,1.1095721274614334,41.16184897720814
18,1.083449088037014,42.24529806524515
19,1.044738758355379,43.29003682360053
20,0.9948366321623325,44.28487345576286
21,0.9278573095798492,45.21273076534271
22,0.9151427075266838,46.127873472869396
23,0.9013436734676361,47.02921714633703
24,0.8440479636192322,47.873265109956264
25,0.7813146337866783,48.65457974374294
26,0.7568542845547199,49.41143402829766
27,0.7254066877067089,50.13684071600437
28,0.7214216981083155,50.85826241411269
29,0.6750831380486488,51.533345552161336
30,0.6442438811063766,52.17758943326771
31,0.6341966800391674,52.81178611330688
32,0.6130159832537174,53.4248020965606
33,0.5969126708805561,54.02171476744115
34,0.5783830303698778,54.60009779781103
35,0.5509386770427227,55.151036474853754
36,0.5404985509812832,55.69153502583504
37,0.530327670276165,56.2218626961112
38,0.5154589656740427,56.737321661785245
39,0.5054063629359007,57.242728024721146
40,0.48762811347842216,57.73035613819957
41,0.4736349917948246,58.20399112999439
42,0.4571360070258379,58.66112713702023
43,0.4355236887931824,59.09665082581341
44,0.42791636660695076,59.52456719242036
45,0.4119514022022486,59.93651859462261
46,0.4110757727175951,60.34759436734021
47,0.40360731072723866,60.751201678067446
48,0.39619687013328075,61.14739854820073
49,0.37600419018417597,61.5234027383849
50,0.3621563082560897,61.88555904664099
51,0.3591246670112014,62.24468371365219
52,0.35211690701544285,62.596800620667636
53,0.3421836066991091,62.938984227366745
54,0.33691280987113714,63.27589703723788
55,0.3344342112541199,63.610331248492
56,0.32987184822559357,63.940203096717596
57,0.31432181131094694,64.25452490802854
58,0.31077987514436245,64.5653047831729
59,0.3001747652888298,64.86547954846174
60,0.2938031451776624,65.1592826936394
61,0.2898032544180751,65.44908594805747
62,0.289282132871449,65.73836808092892
63,0.2839342225342989,66.02230230346322
64,0.27849837206304073,66.30080067552626
65,0.2770600141957402,66.577860689722
66,0.2709700958803296,66.84883078560233
67,0.262974645011127,67.11180543061346
68,0.25987981352955103,67.37168524414301
69,0.2534025348722935,67.6250877790153
70,0.24798114318400621,67.87306892219931
71,0.24262741208076477,68.11569633428007
72,0.24050367064774036,68.35620000492781
73,0.2376505872234702,68.59385059215128
74,0.23618347477167845,68.83003406692296
75,0.2311012940481305,69.0611353609711
76,0.22784187458455563,69.28897723555565
77,0.22601012606173754,69.51498736161739
78,0.22388850338757038,69.73887586500496
79,0.2191727515310049,69.95804861653596
80,0.21487856283783913,70.1729271793738
81,0.2128570107743144,70.38578419014812
82,0.20662823226302862,70.59241242241114
83,0.20183119922876358,70.79424362163991
84,0.19775144755840302,70.99199506919831
85,0.19653693307191133,71.18853200227022
86,0.19386871717870235,71.38240071944892
87,0.1920184469781816,71.5744191664271
88,0.18933980027213693,71.76375896669924
89,0.18817202653735876,71.9519309932366
90,0.18645174568518996,72.13838273892179
91,0.18519220175221562,72.323574940674
92,0.180589419323951,72.50416435999796
93,0.1788951689377427,72.6830595289357
94,0.17682865727692842,72.85988818621263
95,0.1736246165819466,73.03351280279458
96,0.17334286822006106,73.20685567101464
97,0.17066255677491426,73.37751822778955
98,0.16865776851773262,73.54617599630728
99,0.16804056940600276,73.71421656571329
100,0.16715435776859522,73.88137092348188
101,0.16523768426850438,74.04660860775039
102,0.16213756753131747,74.2087461752817
103,0.16075066523626447,74.36949684051797
104,0.15869225608184934,74.52818909659982
105,0.1555233495309949,74.68371244613081
106,0.15469326172024012,74.83840570785105
107,0.15435080276802182,74.99275651061907
108,0.15137370210140944,75.14413021272048
109,0.150349922478199,75.29448013519868
110,0.14769716653972864,75.44217730173841
111,0.14662249013781548,75.58879979187623
112,0.1446257345378399,75.73342552641407
113,0.1415092498064041,75.87493477622047
114,0.13958815252408385,76.01452292874455
115,0.13745398027822375,76.15197690902278
116,0.13676625676453114,76.28874316578731
117,0.13547352282330394,76.42421668861061
118,0.13509868877008557,76.5593153773807
119,0.13375859707593918,76.69307397445664
120,0.13257217360660434,76.82564614806324
121,0.1309604849666357,76.95660663302988
122,0.12907193740829825,77.08567857043818
123,0.12873259838670492,77.21441116882488
124,0.12733563780784607,77.34174680663273
125,0.12606990057975054,77.46781670721248
126,0.1253521884791553,77.59316889569163
127,0.12408545007929206,77.71725434577093
128,0.12227011611685157,77.83952446188778
129,0.12150723487138748,77.96103169675916
130,0.12076745042577386,78.08179914718494
131,0.120106665417552,78.20190581260249
132,0.11889446759596467,78.32080028019845
133,0.11856518685817719,78.43936546705663
134,0.11674496345221996,78.55611043050885
135,0.11609944049268961,78.67220987100154
136,0.1147142262198031,78.78692409722134
137,0.11347263352945447,78.9003967307508
138,0.11190905934199691,79.0123057900928
139,0.11126287281513214,79.12356866290793
140,0.10963146341964602,79.23320012632757
141,0.10910220444202423,79.3423023307696
142,0.10828964877873659,79.45059197954834
143,0.10705741588026285,79.5576493954286
144,0.10632703779265285,79.66397643322125
145,0.10514726163819432,79.76912369485945
146,0.10472612921148539,79.87384982407093
147,0.10347001953050494,79.97731984360144
148,0.10209634201601148,80.07941618561745
149,0.10179512901231647,80.18121131462976
150,0.10122578823938966,80.28243710286915
151,0.10047319810837507,80.38291030097753
152,0.09904853068292141,80.48195883166045
153,0.09823143482208252,80.58019026648253
154,0.09741471731103957,80.67760498379357
155,0.09718503570184112,80.77479001949541
156,0.09671213338151574,80.87150215287693
157,0.09592558490112424,80.96742773777805
158,0.09450602228753269,81.06193376006559
159,0.09385668090544641,81.15579044097103
160,0.09356818627566099,81.24935862724669
161,0.09275672491639853,81.34211535216309
162,0.0921737402677536,81.43428909243084
163,0.09189583943225443,81.5261849318631
164,0.09129046811722219,81.61747539998032
165,0.09073310648091137,81.70820850646123
166,0.09016215335577726,81.79837065981701
167,0.08865725831128657,81.8870279181283
168,0.08798532653599977,81.9750132446643
169,0.08711059927009046,82.06212384393439
170,0.08660306921228766,82.14872691314667
171,0.08621332235634327,82.23494023550302
172,0.08452324545942247,82.31946348096244
173,0.084223214071244,82.40368669503368
174,0.08384696557186544,82.48753366060555
175,0.08254359709098935,82.57007725769654
176,0.08195083355531096,82.65202809125185
177,0.08175710681825876,82.73378519807011
178,0.08113314979709685,82.8149183478672
179,0.07992135942913592,82.89483970729634
180,0.07976950146257877,82.97460920875892
181,0.07939455099403858,83.05400375975296
182,0.0787712458986789,83.13277500565164
183,0.07827080553397536,83.21104581118561
184,0.07781200110912323,83.28885781229474
185,0.077007373329252,83.36586518562399
186,0.07665508892387152,83.44252027454786
187,0.07617012015543878,83.5186903947033
188,0.0754202133975923,83.59411060810089
189,0.07487668190151453,83.6689872900024
190,0.07462152861990035,83.7436088186223
191,0.07394502172246575,83.81755384034477
192,0.07321487064473331,83.8907687109895
193,0.07260534912347794,83.96337406011298
194,0.07233862997964025,84.03571269009262
195,0.07169926539063454,84.10741195548326
196,0.07103810785338283,84.17845006333664
197,0.07044105441309512,84.24889111774974
198,0.07008722168393433,84.31897833943367
199,0.06955119897611439,84.38852953840978
200,0.06933814729563892,84.45786768570542
201,0.06889298092573881,84.52676066663116
202,0.06843720912002027,84.59519787575118
203,0.06783453864045441,84.66303241439164
204,0.0675656832754612,84.7305980976671
205,0.06730128079652786,84.79789937846363
206,0.06660084472969174,84.86450022319332
207,0.06646481924690306,84.93096504244022
208,0.06579129258170724,84.99675633502193
209,0.06520390743389726,85.06196024245583
210,0.06475533591583371,85.12671557837166
211,0.06464729667641222,85.19136287504807
212,0.06425511674024165,85.25561799178831
213,0.06334029021672904,85.31895828200504
214,0.06300251698121428,85.38196079898626
215,0.06279180524870753,85.44475260423496
216,0.06232622545212507,85.50707882968709
217,0.06189438281580806,85.5689732125029
218,0.0617691723164171,85.63074238481931
219,0.061204220401123166,85.69194660522044
220,0.06070558447390795,85.75265218969434
221,0.060441403184086084,85.81309359287843
222,0.059568032156676054,85.87266162503511
223,0.059184711426496506,85.9318463364616
224,0.058946042554453015,85.99079237901606
225,0.05857166834175587,86.04936404735781
226,0.05802328232675791,86.10738732968457
227,0.05759135237894952,86.16497868206352
228,0.057498831301927567,86.22247751336545
229,0.05670514656230807,86.27918265992776
230,0.05625082994811237,86.33543348987587
231,0.05622876342386007,86.39166225329973
232,0.05599225405603647,86.44765450735576
233,0.05542229046113789,86.5030767978169
234,0.05500521510839462,86.5580820129253
235,0.05464680143631995,86.61272881436162
236,0.053414294961839914,86.66614310932346
237,0.05316640599630773,86.71930951531976
238,0.05287997773848474,86.77218949305825
239,0.05272225826047361,86.82491175131872
240,0.052383641013875604,86.8772953923326
241,0.05192218231968582,86.92921757465228
242,0.05180934676900506,86.98102692142129
243,0.05113051738590002,87.03215743880719
244,0.05072475760243833,87.08288219640963
245,0.05020961398258805,87.13309181039222
246,0.04970509326085448,87.18279690365307
247,0.04932254087179899,87.23211944452487
248,0.04907448892481625,87.28119393344969
249,0.0486072211060673,87.32980115455575
250,0.04844209470320493,87.37824324925896
251,0.0478283385746181,87.42607158783358
252,0.047772578545846045,87.47384416637942
253,0.04737428098451346,87.52121844736394
254,0.04706926993094385,87.56828771729488
255,0.04672844079323113,87.61501615808811
256,0.04618639650288969,87.661202554591
